Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Month,Dates
88 F,72 F,58 %,E,7 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-26
88 F,72 F,58 %,E,12 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-26
88 F,72 F,58 %,E,9 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-26
86 F,72 F,62 %,SE,8 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-26
86 F,73 F,66 %,SE,7 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-26
90 F,72 F,55 %,ESE,14 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-26
84 F,72 F,66 %,E,8 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-26
82 F,73 F,74 %,E,10 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-26
82 F,73 F,74 %,E,10 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-26
82 F,72 F,70 %,E,8 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-26
82 F,73 F,74 %,E,9 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-26
82 F,73 F,74 %,ENE,8 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-26
82 F,73 F,74 %,E,9 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-26
82 F,73 F,74 %,E,9 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-26
82 F,73 F,74 %,E,8 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-26
82 F,73 F,74 %,ESE,6 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-26
84 F,72 F,66 %,E,12 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-26
88 F,70 F,55 %,ESE,10 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-26
88 F,70 F,55 %,ESE,12 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-26
88 F,70 F,55 %,ESE,10 mph,0 mph,29.89 in,0.0 in,Haze,02,2020-02-26
81 F,73 F,79 %,ESE,8 mph,0 mph,29.83 in,0.0 in,Haze,02,2020-02-26
81 F,73 F,79 %,ESE,8 mph,0 mph,29.83 in,0.0 in,Haze,02,2020-02-26
81 F,73 F,79 %,ESE,7 mph,0 mph,29.80 in,0.0 in,Haze,02,2020-02-26
81 F,73 F,79 %,SE,7 mph,0 mph,29.80 in,0.0 in,Haze,02,2020-02-26
81 F,75 F,84 %,SSE,3 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-26
81 F,73 F,79 %,S,3 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-26
81 F,73 F,79 %,VAR,2 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-26
79 F,73 F,83 %,NW,3 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-26
77 F,73 F,89 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-26
77 F,73 F,89 %,W,3 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-26
77 F,73 F,89 %,W,3 mph,0 mph,29.80 in,0.0 in,Fog,02,2020-02-26
77 F,73 F,89 %,W,3 mph,0 mph,29.83 in,0.0 in,Fog,02,2020-02-26
75 F,73 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,02,2020-02-26
75 F,73 F,94 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fog,02,2020-02-26
77 F,73 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,02,2020-02-26
79 F,75 F,89 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Fog,02,2020-02-26
81 F,75 F,84 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Fog,02,2020-02-26
82 F,75 F,79 %,NNW,5 mph,0 mph,29.89 in,0.0 in,Fog,02,2020-02-26
82 F,75 F,79 %,NNE,5 mph,0 mph,29.92 in,0.0 in,Fog,02,2020-02-26
84 F,73 F,70 %,E,5 mph,0 mph,29.92 in,0.0 in,Haze,02,2020-02-26
86 F,72 F,62 %,ESE,7 mph,0 mph,29.89 in,0.0 in,Haze,02,2020-02-26
82 F,73 F,74 %,E,8 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-26
82 F,73 F,74 %,E,6 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-27
82 F,73 F,74 %,ESE,8 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-27
81 F,72 F,74 %,ENE,6 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-27
86 F,75 F,70 %,E,10 mph,0 mph,29.92 in,0.0 in,Haze,02,2020-02-27
86 F,75 F,70 %,NNE,3 mph,0 mph,29.92 in,0.0 in,Haze,02,2020-02-27
84 F,75 F,74 %,NW,3 mph,0 mph,29.92 in,0.0 in,Fog,02,2020-02-27
82 F,75 F,79 %,W,3 mph,0 mph,29.92 in,0.0 in,Fog,02,2020-02-27
82 F,75 F,79 %,W,3 mph,0 mph,29.89 in,0.0 in,Fog,02,2020-02-27
81 F,75 F,84 %,W,3 mph,0 mph,29.89 in,0.0 in,Fog,02,2020-02-27
77 F,73 F,89 %,W,3 mph,0 mph,29.89 in,0.0 in,Fog,02,2020-02-27
77 F,73 F,89 %,W,3 mph,0 mph,29.86 in,0.0 in,Fog,02,2020-02-27
77 F,73 F,89 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fog,02,2020-02-27
88 F,73 F,62 %,E,10 mph,0 mph,29.89 in,0.0 in,Haze,02,2020-02-27
77 F,73 F,89 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,02,2020-02-27
77 F,73 F,89 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-27
77 F,73 F,89 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-27
77 F,73 F,89 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-27
79 F,73 F,83 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-27
81 F,73 F,79 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-27
81 F,73 F,79 %,E,3 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-27
81 F,73 F,79 %,ESE,5 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-27
81 F,73 F,79 %,E,6 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-27
82 F,73 F,74 %,E,8 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-27
77 F,73 F,89 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,02,2020-02-27
88 F,73 F,62 %,ESE,12 mph,0 mph,29.89 in,0.0 in,Haze,02,2020-02-27
88 F,73 F,62 %,E,13 mph,0 mph,29.86 in,0.0 in,Haze,02,2020-02-27
84 F,72 F,66 %,E,16 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-27
81 F,72 F,74 %,ENE,7 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-27
81 F,72 F,74 %,ENE,9 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-27
81 F,72 F,74 %,ENE,12 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-27
82 F,72 F,70 %,ENE,14 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-27
82 F,72 F,70 %,ENE,12 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-27
82 F,72 F,70 %,ENE,12 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-27
82 F,72 F,70 %,ENE,14 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-27
82 F,72 F,70 %,ENE,14 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-27
82 F,70 F,66 %,E,14 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-27
84 F,72 F,66 %,ENE,9 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-27
81 F,72 F,74 %,ENE,7 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-27
86 F,72 F,62 %,E,12 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-27
86 F,72 F,62 %,E,9 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-27
88 F,70 F,55 %,ENE,10 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-27
88 F,72 F,58 %,E,12 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-27
88 F,70 F,55 %,E,9 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-27
88 F,70 F,55 %,E,9 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-27
90 F,70 F,52 %,E,8 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-27
88 F,68 F,52 %,E,9 mph,0 mph,29.83 in,0.0 in,Haze,02,2020-02-27
88 F,72 F,58 %,E,9 mph,21 mph,29.83 in,0.0 in,Haze,02,2020-02-27
88 F,72 F,58 %,E,14 mph,0 mph,29.86 in,0.0 in,Haze,02,2020-02-27
81 F,73 F,79 %,ENE,5 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-28
81 F,73 F,79 %,ENE,5 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-28
81 F,73 F,79 %,ENE,3 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-28
81 F,73 F,79 %,ENE,3 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-28
88 F,70 F,55 %,E,9 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-28
88 F,73 F,62 %,E,9 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-28
88 F,72 F,58 %,E,9 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,02,2020-02-28
86 F,72 F,62 %,E,8 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,02,2020-02-28
86 F,72 F,62 %,E,7 mph,0 mph,29.89 in,0.0 in,Haze,02,2020-02-28
84 F,73 F,70 %,WSW,3 mph,0 mph,29.89 in,0.0 in,Haze,02,2020-02-28
81 F,73 F,79 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Fog,02,2020-02-28
79 F,75 F,89 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,02,2020-02-28
79 F,73 F,83 %,VAR,2 mph,0 mph,29.86 in,0.0 in,Fog,02,2020-02-28
77 F,73 F,89 %,W,5 mph,0 mph,29.86 in,0.0 in,Fog,02,2020-02-28
77 F,73 F,89 %,W,5 mph,0 mph,29.83 in,0.0 in,Fog,02,2020-02-28
79 F,73 F,83 %,W,5 mph,0 mph,29.83 in,0.0 in,Fog,02,2020-02-28
79 F,73 F,83 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,02,2020-02-28
79 F,73 F,83 %,W,3 mph,0 mph,29.80 in,0.0 in,Fog,02,2020-02-28
79 F,73 F,83 %,W,5 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-28
79 F,73 F,83 %,W,5 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-28
79 F,73 F,83 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-28
81 F,73 F,79 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-28
81 F,73 F,79 %,ENE,3 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-28
88 F,72 F,58 %,ESE,9 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-28
88 F,70 F,55 %,E,10 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-28
90 F,70 F,52 %,E,10 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-28
82 F,73 F,74 %,E,14 mph,0 mph,29.77 in,0.0 in,Fair,02,2020-02-28
81 F,72 F,74 %,E,9 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-28
81 F,72 F,74 %,E,12 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-28
82 F,72 F,70 %,E,12 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-28
82 F,72 F,70 %,E,12 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-28
82 F,72 F,70 %,ENE,12 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-28
82 F,72 F,70 %,E,12 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-28
82 F,72 F,70 %,ENE,12 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-28
82 F,72 F,70 %,ENE,12 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-28
82 F,72 F,70 %,E,13 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-28
81 F,73 F,79 %,ENE,3 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-28
81 F,72 F,74 %,E,9 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-28
84 F,73 F,70 %,ENE,15 mph,0 mph,29.77 in,0.0 in,Fair,02,2020-02-28
84 F,70 F,62 %,ENE,13 mph,0 mph,29.77 in,0.0 in,Fair,02,2020-02-28
86 F,72 F,62 %,ENE,12 mph,0 mph,29.77 in,0.0 in,Fair,02,2020-02-28
86 F,72 F,62 %,ENE,13 mph,0 mph,29.77 in,0.0 in,Fair,02,2020-02-28
88 F,70 F,55 %,E,12 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-28
88 F,70 F,55 %,E,12 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-28
88 F,72 F,58 %,E,10 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-28
88 F,70 F,55 %,E,13 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-28
90 F,70 F,52 %,E,13 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-28
82 F,73 F,74 %,E,15 mph,0 mph,29.77 in,0.0 in,Fair,02,2020-02-28
81 F,72 F,74 %,ENE,5 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-29
81 F,72 F,74 %,NE,3 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-29
82 F,72 F,70 %,E,9 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-29
86 F,70 F,58 %,NNW,3 mph,0 mph,29.86 in,0.0 in,Haze,02,2020-02-29
86 F,73 F,66 %,E,3 mph,0 mph,29.89 in,0.0 in,Haze,02,2020-02-29
86 F,72 F,62 %,N,3 mph,0 mph,29.89 in,0.0 in,Haze,02,2020-02-29
84 F,73 F,70 %,N,3 mph,0 mph,29.89 in,0.0 in,Fog,02,2020-02-29
84 F,73 F,70 %,W,3 mph,0 mph,29.89 in,0.0 in,Haze,02,2020-02-29
81 F,73 F,79 %,W,3 mph,0 mph,29.89 in,0.0 in,Fog,02,2020-02-29
79 F,73 F,83 %,WNW,5 mph,0 mph,29.86 in,0.0 in,Fog,02,2020-02-29
77 F,73 F,89 %,CALM,0 mph,0 mph,29.86 in,0.0 in,Fog,02,2020-02-29
75 F,73 F,94 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,02,2020-02-29
75 F,72 F,89 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,02,2020-02-29
75 F,72 F,89 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,02,2020-02-29
75 F,72 F,89 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,02,2020-02-29
77 F,72 F,83 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,02,2020-02-29
77 F,72 F,83 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fog,02,2020-02-29
77 F,72 F,83 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-29
77 F,72 F,83 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-29
79 F,72 F,78 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-29
79 F,72 F,78 %,NE,3 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-29
79 F,72 F,78 %,ENE,3 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-29
88 F,70 F,55 %,E,8 mph,0 mph,29.86 in,0.0 in,Haze,02,2020-02-29
88 F,72 F,58 %,E,7 mph,0 mph,29.83 in,0.0 in,Haze,02,2020-02-29
88 F,70 F,55 %,E,14 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-29
90 F,70 F,52 %,E,14 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-29
82 F,72 F,70 %,E,12 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-29
82 F,72 F,70 %,E,12 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-29
82 F,72 F,70 %,E,9 mph,0 mph,29.86 in,0.0 in,Fair,02,2020-02-29
82 F,72 F,70 %,E,9 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,02,2020-02-29
82 F,72 F,70 %,E,10 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-29
82 F,72 F,70 %,E,14 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-29
82 F,72 F,70 %,E,9 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-29
84 F,72 F,66 %,E,13 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-29
84 F,72 F,66 %,E,12 mph,0 mph,29.80 in,0.0 in,Fair,02,2020-02-29
81 F,72 F,74 %,E,8 mph,0 mph,29.83 in,0.0 in,Fair,02,2020-02-29
84 F,72 F,66 %,E,14 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-29
84 F,70 F,62 %,E,14 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-29
86 F,72 F,62 %,E,14 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-29
86 F,72 F,62 %,E,16 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,02,2020-02-29
88 F,72 F,58 %,E,16 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,02,2020-02-29
88 F,70 F,55 %,E,14 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,02,2020-02-29
88 F,70 F,55 %,E,13 mph,0 mph,29.74 in,0.0 in,Partly Cloudy,02,2020-02-29
88 F,68 F,52 %,E,15 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-29
88 F,68 F,52 %,ESE,14 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-29
88 F,70 F,55 %,E,12 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,02,2020-02-29
84 F,72 F,66 %,E,14 mph,0 mph,29.77 in,0.0 in,Partly Cloudy,02,2020-02-29
81 F,72 F,74 %,E,9 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,02,2020-02-29
88 F,68 F,52 %,E,7 mph,0 mph,29.83 in,0.0 in,Fair,03,2020-03-01
81 F,70 F,70 %,E,6 mph,0 mph,29.86 in,0.0 in,Fair,03,2020-03-01
86 F,72 F,62 %,E,5 mph,0 mph,29.89 in,0.0 in,Haze,03,2020-03-01
84 F,72 F,66 %,NNE,3 mph,0 mph,29.89 in,0.0 in,Haze,03,2020-03-01
82 F,73 F,74 %,W,3 mph,0 mph,29.89 in,0.0 in,Fog,03,2020-03-01
82 F,73 F,74 %,W,3 mph,0 mph,29.89 in,0.0 in,Fog,03,2020-03-01
81 F,73 F,79 %,W,5 mph,0 mph,29.86 in,0.0 in,Fog,03,2020-03-01
79 F,73 F,83 %,WNW,3 mph,0 mph,29.86 in,0.0 in,Fog,03,2020-03-01
79 F,73 F,83 %,W,3 mph,0 mph,29.83 in,0.0 in,Fog,03,2020-03-01
79 F,73 F,83 %,VAR,2 mph,0 mph,29.83 in,0.0 in,Fog,03,2020-03-01
79 F,73 F,83 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Fog,03,2020-03-01
86 F,70 F,58 %,ESE,5 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,03,2020-03-01
79 F,73 F,83 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,03,2020-03-01
79 F,72 F,78 %,WNW,3 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,03,2020-03-01
81 F,73 F,79 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,03,2020-03-01
81 F,73 F,79 %,S,3 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,03,2020-03-01
81 F,72 F,74 %,SSE,5 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,03,2020-03-01
81 F,72 F,74 %,ESE,6 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,03,2020-03-01
81 F,72 F,74 %,ESE,5 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,03,2020-03-01
81 F,72 F,74 %,SE,6 mph,0 mph,29.83 in,0.0 in,Fair,03,2020-03-01
82 F,72 F,70 %,ESE,6 mph,0 mph,29.83 in,0.0 in,Fair,03,2020-03-01
82 F,72 F,70 %,E,8 mph,0 mph,29.86 in,0.0 in,Fair,03,2020-03-01
79 F,72 F,78 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,03,2020-03-01
81 F,70 F,70 %,ENE,6 mph,0 mph,29.86 in,0.0 in,Fair,03,2020-03-01
88 F,70 F,55 %,E,5 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,03,2020-03-01
88 F,70 F,55 %,ESE,7 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,03,2020-03-01
81 F,70 F,70 %,E,9 mph,0 mph,29.86 in,0.0 in,Fair,03,2020-03-01
82 F,70 F,66 %,E,8 mph,0 mph,29.86 in,0.0 in,Fair,03,2020-03-01
81 F,70 F,70 %,E,9 mph,0 mph,29.86 in,0.0 in,Fair,03,2020-03-01
82 F,70 F,66 %,E,10 mph,0 mph,29.86 in,0.0 in,Fair,03,2020-03-01
82 F,70 F,66 %,E,8 mph,0 mph,29.83 in,0.0 in,Fair,03,2020-03-01
82 F,70 F,66 %,E,10 mph,0 mph,29.83 in,0.0 in,Fair,03,2020-03-01
82 F,70 F,66 %,E,8 mph,0 mph,29.80 in,0.0 in,Fair,03,2020-03-01
82 F,68 F,62 %,E,10 mph,0 mph,29.80 in,0.0 in,Fair,03,2020-03-01
82 F,70 F,66 %,E,10 mph,0 mph,29.77 in,0.0 in,Fair,03,2020-03-01
88 F,70 F,55 %,E,7 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,03,2020-03-01
84 F,70 F,62 %,E,10 mph,0 mph,29.77 in,0.0 in,Fair,03,2020-03-01
84 F,68 F,58 %,E,10 mph,0 mph,29.77 in,0.0 in,Fair,03,2020-03-01
86 F,68 F,55 %,ESE,10 mph,0 mph,29.74 in,0.0 in,Fair,03,2020-03-01
86 F,68 F,55 %,ESE,10 mph,0 mph,29.74 in,0.0 in,Fair,03,2020-03-01
86 F,70 F,58 %,ESE,12 mph,0 mph,29.74 in,0.0 in,Fair,03,2020-03-01
88 F,68 F,52 %,E,12 mph,0 mph,29.77 in,0.0 in,Fair,03,2020-03-01
88 F,68 F,52 %,ESE,12 mph,0 mph,29.77 in,0.0 in,Fair,03,2020-03-01
88 F,68 F,52 %,E,10 mph,0 mph,29.77 in,0.0 in,Fair,03,2020-03-01
88 F,70 F,55 %,ESE,10 mph,0 mph,29.80 in,0.0 in,Fair,03,2020-03-01
90 F,68 F,49 %,E,9 mph,0 mph,29.80 in,0.0 in,Fair,03,2020-03-01
84 F,70 F,62 %,E,9 mph,0 mph,29.77 in,0.0 in,Fair,03,2020-03-01
82 F,73 F,74 %,E,8 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,03,2020-03-01
88 F,68 F,52 %,SE,7 mph,0 mph,29.86 in,0.0 in,Haze,03,2020-03-02
81 F,70 F,70 %,E,9 mph,0 mph,29.86 in,0.0 in,Fair,03,2020-03-02
88 F,70 F,55 %,ESE,9 mph,0 mph,29.83 in,0.0 in,Haze,03,2020-03-02
88 F,70 F,55 %,ESE,7 mph,0 mph,29.80 in,0.0 in,Haze,03,2020-03-02
86 F,68 F,55 %,ESE,10 mph,0 mph,29.80 in,0.0 in,Haze,03,2020-03-02
88 F,68 F,52 %,E,10 mph,0 mph,29.77 in,0.0 in,Haze,03,2020-03-02
88 F,66 F,49 %,ESE,9 mph,0 mph,29.77 in,0.0 in,Haze,03,2020-03-02
88 F,66 F,49 %,E,10 mph,0 mph,29.77 in,0.0 in,Haze,03,2020-03-02
88 F,64 F,46 %,ESE,10 mph,0 mph,29.77 in,0.0 in,Haze,03,2020-03-02
86 F,61 F,43 %,E,12 mph,0 mph,29.77 in,0.0 in,Haze,03,2020-03-02
86 F,64 F,48 %,E,12 mph,0 mph,29.77 in,0.0 in,Haze,03,2020-03-02
88 F,70 F,55 %,ESE,7 mph,0 mph,29.83 in,0.0 in,Haze,03,2020-03-02
84 F,66 F,55 %,ESE,10 mph,0 mph,29.80 in,0.0 in,Haze,03,2020-03-02
82 F,66 F,58 %,E,13 mph,0 mph,29.80 in,0.0 in,Haze,03,2020-03-02
82 F,68 F,62 %,E,12 mph,0 mph,29.80 in,0.0 in,Haze,03,2020-03-02
82 F,68 F,62 %,E,12 mph,0 mph,29.83 in,0.0 in,Haze,03,2020-03-02
82 F,68 F,62 %,E,10 mph,0 mph,29.83 in,0.0 in,Haze,03,2020-03-02
82 F,70 F,66 %,E,10 mph,0 mph,29.86 in,0.0 in,Haze,03,2020-03-02
82 F,70 F,66 %,E,9 mph,0 mph,29.86 in,0.0 in,Haze,03,2020-03-02
82 F,68 F,62 %,E,12 mph,0 mph,29.86 in,0.0 in,Haze,03,2020-03-02
82 F,68 F,62 %,E,13 mph,0 mph,29.86 in,0.0 in,Haze,03,2020-03-02
82 F,68 F,62 %,E,8 mph,0 mph,29.86 in,0.0 in,Haze,03,2020-03-02
84 F,68 F,58 %,E,12 mph,0 mph,29.80 in,0.0 in,Haze,03,2020-03-02
88 F,70 F,55 %,SSE,7 mph,0 mph,29.86 in,0.0 in,Haze,03,2020-03-02
88 F,68 F,52 %,SE,5 mph,0 mph,29.89 in,0.0 in,Haze,03,2020-03-02
88 F,68 F,52 %,VAR,2 mph,0 mph,29.89 in,0.0 in,Haze,03,2020-03-02
81 F,70 F,70 %,E,7 mph,0 mph,29.86 in,0.0 in,Fair,03,2020-03-02
81 F,70 F,70 %,E,8 mph,0 mph,29.86 in,0.0 in,Partly Cloudy,03,2020-03-02
79 F,70 F,74 %,E,8 mph,0 mph,29.83 in,0.0 in,Haze,03,2020-03-02
79 F,70 F,74 %,NE,5 mph,0 mph,29.83 in,0.0 in,Haze,03,2020-03-02
79 F,70 F,74 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Haze,03,2020-03-02
79 F,70 F,74 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Haze,03,2020-03-02
79 F,70 F,74 %,CALM,0 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,03,2020-03-02
75 F,68 F,78 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,03,2020-03-02
75 F,68 F,78 %,VAR,2 mph,0 mph,29.80 in,0.0 in,Partly Cloudy,03,2020-03-02
